"","b_Nu_Intercept","b_eta_Intercept","b_tau_Intercept","b_rho_Intercept","sd_group__Nu_Intercept","sd_group__eta_Intercept","sd_group__tau_Intercept","sd_group__rho_Intercept","sigma","r_group__Nu.h15.Intercept.","r_group__Nu.h16.Intercept.","r_group__eta.h15.Intercept.","r_group__eta.h16.Intercept.","r_group__tau.h15.Intercept.","r_group__tau.h16.Intercept.","r_group__rho.h15.Intercept.","r_group__rho.h16.Intercept.","lp__"
"487",0.199126,1.3333,-0.367484,0.903318,1.41791,0.418896,1.68042,0.0647427,0,-2.60044,0.59566,0.0656433,-0.384293,-3.12938,-0.0786833,0.0895055,-0.10902,-150.79
"488",-1.42139,1.27074,-0.497034,0.895485,2.56088,0.494795,1.48359,0.0499327,0,-0.943439,2.15968,0.126088,-0.313485,-2.8359,-0.000449126,0.085116,-0.0636743,-147.157
"489",-1.05435,1.27942,-1.09581,0.908316,2.20662,0.476871,1.40305,0.0725299,0,-1.35935,1.73394,0.121846,-0.321921,-2.51246,0.599441,0.0950897,-0.0830602,-146.406
"490",-0.222862,0.970512,-0.321285,0.923797,0.56599,0.664064,2.14273,0.0352518,0,-0.830656,0.79326,0.403183,-0.00338235,-2.59541,-0.236402,0.0247104,-0.0647209,-148.007
"491",-0.492299,0.900942,0.0598682,0.951403,1.08147,0.613751,3.17618,0.0534426,0,-1.04438,1.03838,0.491934,0.0645695,-3.20784,-0.616394,0.0237962,-0.094415,-145.319
"492",-0.558742,1.09009,-0.166092,0.911712,1.52531,0.642429,4.86471,0.0592154,0,-1.05897,1.12173,0.302838,-0.125326,-3.14049,-0.404144,0.0783817,-0.0463828,-145.575
"493",-0.0920178,0.790722,-1.70644,0.849706,0.815312,0.441338,1.87993,0.0590498,0,-0.696469,0.740022,0.582305,0.167104,-1.07172,1.19667,0.0869854,-0.0188743,-146.484
"494",-0.630924,0.681223,-1.65767,0.877463,0.831455,0.540065,1.70184,0.0365414,0,-0.436897,1.29711,0.684566,0.279589,-1.10674,1.13091,0.0423165,-0.0320242,-146.139
"495",0.191133,1.05,-1.87108,0.873318,1.59928,0.434559,0.989141,0.0637655,0,-2.36516,0.376687,0.337205,-0.0832928,-1.3802,1.3133,0.0935986,-0.012907,-147.002
"496",-0.377561,0.925142,-1.88324,0.886965,1.02608,0.510923,1.14478,0.0935046,0,-1.58088,1.08809,0.475215,0.0300111,-1.55344,1.39394,0.110846,-0.0654845,-146.133
"497",-0.416374,1.10706,-2.38687,0.905473,2.07166,0.863574,1.72533,0.0580453,0,-0.624341,0.965325,0.275916,-0.139914,-0.528189,1.81133,0.0483341,-0.0351677,-146.616
"498",-0.265716,1.20709,-1.60573,0.855318,1.32969,1.03567,1.43474,0.100711,0,-0.721664,1.00626,0.161332,-0.254144,-1.17098,1.13774,0.071497,-0.0484142,-144.532
"499",-0.683059,1.49285,-0.659556,0.845357,2.97152,1.22469,1.63465,0.124677,0,-0.85481,1.20465,-0.104931,-0.524816,-2.54527,0.0286894,0.134382,0.0503667,-147.592
"500",-0.628025,1.60046,-1.14973,0.809836,2.98799,1.24643,1.59184,0.152427,0,-1.12868,1.16401,-0.207694,-0.633226,-2.10565,0.541131,0.17286,0.0748199,-144.907
"501",-0.286357,1.75069,-0.30707,0.698745,3.30576,1.128,1.30775,0.592918,0,-0.970065,0.961272,-0.380448,-0.787514,-2.60486,-0.23204,0.240805,0.155673,-142.677
"502",0.376329,1.50557,-0.232216,-0.263935,2.00577,1.12208,1.36163,1.0802,0,-1.81168,0.321899,-0.11433,-0.550111,-2.93601,-0.303022,1.24342,1.11021,-144.147
"503",0.610653,1.31151,-0.407503,-0.0925736,1.85882,1.32814,1.17976,1.68402,0,-2.41493,-0.0549892,0.0713789,-0.342909,-2.68712,-0.137681,1.04606,0.946578,-145.585
"504",0.546017,1.84493,-0.786987,0.209005,1.67755,0.874519,0.880674,1.03865,0,-2.07712,0.0641256,-0.464532,-0.886809,-2.33143,0.268309,0.751709,0.622393,-146.11
"505",0.0736186,0.481383,-0.442961,0.189988,2.99378,0.48003,1.25528,1.15284,0,-1.61424,0.650215,0.922334,0.480634,-2.99004,-0.0887309,0.817771,0.662351,-148.956
"506",1.35563,1.0007,-0.526048,0.983375,2.42952,0.338254,1.63742,0.176263,0,-3.84359,-0.708175,0.408092,-0.0359695,-3.21911,-0.0061864,0.0364712,-0.132156,-146.264
"507",1.87379,1.10377,-0.298877,0.989935,2.14316,0.451456,1.22702,0.107911,0,-3.81889,-1.14509,0.289087,-0.141437,-2.97208,-0.219395,-0.0121288,-0.141477,-147.516
"508",0.277493,0.983634,-0.444903,0.991994,2.38612,0.392921,1.31031,0.0764736,0,-2.03212,0.41737,0.407313,-0.0233762,-2.69628,-0.098058,-0.0241018,-0.137727,-145.989
"509",0.534716,1.07742,0.172944,0.992347,2.05979,0.343488,1.6914,0.0658316,0,-2.60735,0.104711,0.307661,-0.111065,-3.42322,-0.733786,-0.021461,-0.128327,-150.706
"510",-0.197316,1.23811,-1.91559,0.932212,1.73442,0.327949,1.40379,0.403026,0,-2.36729,0.76642,0.187246,-0.270471,-2.09611,1.3352,0.111169,-0.0563138,-152.47
"511",1.29286,1.11277,0.363744,0.953129,2.14449,0.258618,2.04646,0.153278,0,-5.03159,-0.572132,0.288748,-0.153671,-4.15568,-0.888535,0.0532387,-0.107141,-153.89
"512",1.14489,1.26543,-0.875217,0.842201,1.53,0.201411,1.63344,0.107561,0,-2.2634,-0.638297,0.125521,-0.292729,-2.27711,0.295762,0.143885,0.0300673,-153.096
"513",0.125112,1.34113,0.0605662,0.806647,1.10425,0.183854,1.75358,0.091129,0,-1.99786,0.557799,0.035001,-0.377835,-3.1596,-0.575241,0.141946,0.0355691,-149.151
"514",-0.76813,1.39212,-0.194619,0.8111,1.52204,0.208771,2.59002,0.120507,0,-0.780859,1.51913,0.00524952,-0.435315,-3.01483,-0.330769,0.173514,0.0359959,-147.755
"515",-0.454168,1.12779,-0.665587,0.80036,1.28606,0.170624,1.75058,0.220889,0,-0.547849,0.915062,0.236802,-0.156011,-2.00842,0.0278274,0.108143,0.0982591,-146.715
"516",0.18498,1.03048,0.165195,0.872826,1.60443,0.187624,1.36693,0.173467,0,-1.05885,0.533067,0.331142,-0.0662059,-2.85775,-0.694958,0.0385439,-0.0173842,-147.398
"517",-0.276091,1.09692,-0.26682,0.899542,1.06451,0.179036,1.51239,0.117416,0,-0.932596,0.696555,0.283912,-0.128187,-2.66335,-0.325315,0.0490696,-0.0295986,-148.775
"518",0.130198,1.08091,-0.287812,0.956253,1.09681,0.17299,1.51716,0.081636,0,-1.20607,0.368803,0.298743,-0.10676,-2.79864,-0.348501,0.0140471,-0.0536662,-151.315
"519",-0.164402,1.04135,0.30592,0.907722,0.846137,0.184435,1.15289,0.108142,0,-0.920536,0.829463,0.337622,-0.0811234,-3.078,-0.827971,0.0236726,-0.0693502,-150.19
"520",-0.651325,1.04986,0.0718437,0.920752,1.41866,0.176095,1.22392,0.103764,0,-1.27556,1.26149,0.338133,-0.0853542,-3.21144,-0.61617,0.0447178,-0.0665133,-149.156
"521",-0.68755,1.10492,-0.660596,0.977135,1.70315,0.19614,1.01507,0.284955,0,-0.738963,1.24678,0.282755,-0.131348,-2.39267,0.0573402,-0.0125895,-0.0866772,-146.697
"522",-0.388081,1.09912,-0.554332,0.940976,1.1207,0.194202,0.770806,0.0981311,0,-0.516796,1.09356,0.267941,-0.138924,-2.10019,0.0333028,-0.0289993,-0.0958762,-147.664
"523",-0.883973,0.909013,-0.903665,0.924871,1.21978,0.225485,1.16637,0.0686183,0,-0.38436,1.44412,0.464661,0.0611505,-1.89706,0.306934,0.00282385,-0.0406374,-147.501
"524",-0.697102,0.9607,-0.571183,0.919319,0.967518,0.235533,1.07499,0.0344918,0,-0.551433,1.20777,0.412973,0.0123273,-2.22248,-0.0440004,0.00653317,-0.0263056,-148.996
"525",-1.17577,1.08033,0.030634,0.933733,0.810863,0.203498,1.16912,0.0782337,0,0.112569,1.88454,0.291444,-0.121381,-2.81146,-0.546491,-0.00342637,-0.093885,-150.098
"526",-0.35469,1.06845,-0.985621,0.782584,0.656018,0.184855,0.85309,0.108225,0,-0.731734,1.05164,0.316954,-0.113179,-1.97808,0.458066,0.179345,0.0593892,-150.777
"527",-0.357859,1.06236,-0.81937,0.755528,0.806003,0.181214,0.803588,0.118208,0,-0.888025,1.22049,0.316567,-0.106916,-1.98893,0.399346,0.178639,0.0378611,-154.731
"528",-0.762853,1.13069,-1.16879,0.793082,0.821704,0.196338,1.17688,0.103213,0,-1.00761,1.38178,0.276968,-0.160929,-2.35678,0.611632,0.221721,0.0732742,-153.324
"529",-0.774891,1.14089,-1.71885,0.900731,0.687535,0.172354,0.829287,0.112057,0,-0.749823,1.26458,0.245398,-0.180949,-1.51443,1.12073,0.0787483,-0.0336143,-153.818
"530",-0.0280655,1.03874,-1.73835,0.956478,1.25832,0.191448,0.873483,0.171126,0,-1.181,0.604291,0.347852,-0.0759879,-1.35337,1.13976,0.0147879,-0.0760164,-148.75
"531",-0.327402,0.926178,-1.0565,0.877832,1.27715,0.176577,1.25926,0.208797,0,-1.3388,1.10583,0.45911,0.0254725,-2.07271,0.592472,0.0880614,-0.0700625,-146.829
"532",-0.416659,0.945952,-1.05572,0.89563,1.14183,0.173545,1.27179,0.136346,0,-1.12829,1.1266,0.441678,0.0100363,-1.98548,0.578073,0.062506,-0.0800278,-147.074
"533",-0.858967,0.979811,-1.5945,0.938864,1.33848,0.163921,1.93408,0.199153,0,-0.725739,1.53941,0.406121,-0.0265143,-1.51337,1.10069,0.025673,-0.120741,-146.858
"534",-0.704059,0.999926,-1.28541,0.912455,1.41736,0.163074,1.85649,0.161737,0,-0.795472,1.43426,0.387222,-0.0413025,-1.7803,0.804776,0.0477629,-0.0903292,-147.124
"535",0.277702,1.022,0.954082,0.9483,1.93081,0.179624,1.63847,0.0477286,0,-1.55764,0.252431,0.347796,-0.0535787,-3.91311,-1.55227,-0.00396567,-0.068853,-150.651
"536",0.997148,0.950823,-1.18441,1.32874,2.49782,0.199635,1.85855,0.369216,0,-3.2604,-0.310197,0.443289,0.0183904,-2.34813,0.655852,-0.33395,-0.473584,-150.86
"537",1.41587,0.843268,-0.970181,1.44905,2.01229,0.221452,2.25587,0.368565,0,-3.67777,-0.623522,0.552365,0.105796,-2.75796,0.492577,-0.437864,-0.63435,-154.89
"538",1.42746,0.813997,-1.09895,1.14322,2.71308,0.235437,1.7501,0.300293,0,-5.0058,-0.827691,0.591699,0.154854,-2.90715,0.566682,-0.122779,-0.293939,-152.471
"539",1.6683,0.908383,-1.51275,0.385377,1.65154,0.224434,1.16877,0.903539,0,-3.95173,-0.894729,0.504878,0.0536206,-2.01703,0.996059,0.625398,0.46589,-152.08
"540",0.785228,1.00283,-0.872398,0.809017,2.58478,0.204832,1.80657,0.961157,0,-4.64826,-0.181287,0.413086,-0.041959,-3.2929,0.371485,0.225323,0.013066,-150.283
"541",1.22918,1.01851,-0.795176,1.38393,1.9555,0.20452,1.54986,0.493702,0,-5.24728,-0.639147,0.393215,-0.0604901,-3.10688,0.23626,-0.370696,-0.530415,-152.482
"542",1.58115,1.12669,-0.481218,0.876088,1.21308,0.179875,2.1395,0.121485,0,-2.89831,-0.781219,0.255752,-0.170261,-2.39923,-0.00688853,0.0666854,-0.0465729,-148.912
"543",1.11502,1.1748,-0.872181,0.872287,1.34162,0.189575,1.57083,0.155219,0,-2.66386,-0.444517,0.205124,-0.209485,-2.3665,0.37035,0.102134,-0.0369488,-149.207
"544",0.505948,1.1574,-1.15343,0.906691,2.27571,0.197049,1.62359,0.0685649,0,-1.97402,0.0805935,0.239434,-0.190912,-1.97065,0.596153,0.0694606,-0.044334,-146.767
"545",1.23247,1.15693,-0.154709,0.766096,1.38004,0.210996,0.900963,0.0731709,0,-2.36334,-0.389104,0.209346,-0.20901,-2.73733,-0.268227,0.170725,0.0184728,-155.807
"546",-0.481064,1.29676,-1.59859,0.910041,1.02908,0.226658,1.0656,0.087041,0,-1.4715,1.04952,0.114575,-0.327596,-1.5797,1.04241,0.0733563,-0.0497345,-154.166
"547",0.120812,1.2042,-0.0976248,0.856335,1.60667,0.166816,1.79931,0.0481948,0,-1.24219,0.398849,0.162674,-0.228719,-2.73605,-0.454846,0.0713197,0.00702294,-155.631
"548",-0.325778,1.17257,-0.662845,0.809669,2.28776,0.167194,0.996021,0.053585,0,-0.0789109,0.997748,0.169333,-0.209279,-1.81673,0.148832,0.0726065,0.03117,-153.05
"549",0.449995,1.28632,-0.296097,0.881592,2.34364,0.207037,1.57402,0.130465,0,-2.506,0.0678147,0.113165,-0.316492,-2.90611,-0.357974,0.0935087,0.0279575,-150.385
"550",-0.557358,1.22194,0.183809,0.908262,0.995515,0.21531,2.29206,0.0844857,0,-0.838712,1.15594,0.156847,-0.257828,-3.25884,-0.723017,0.0541266,-0.0602667,-146.509
"551",-0.249106,1.25882,0.135668,0.861999,1.06928,0.182293,3.33033,0.144027,0,-0.992579,0.966152,0.116233,-0.302558,-3.02466,-0.647414,0.078066,-0.0254519,-144.044
"552",-0.222321,1.25288,0.0839888,0.981638,0.996819,0.182037,1.75355,0.113079,0,-1.44955,0.817143,0.123506,-0.287092,-3.06489,-0.64539,-0.0390681,-0.118605,-146.116
"553",0.0949527,1.31673,0.363472,1.01009,0.55274,0.183021,3.11037,0.196576,0,-0.966613,0.450821,0.0500029,-0.355319,-3.07302,-0.913201,-0.0916521,-0.161153,-148.989
"554",-0.203604,1.2506,0.0196462,0.911033,0.524355,0.187162,2.0985,0.0674848,0,-0.838484,0.721931,0.125841,-0.281193,-2.86995,-0.610796,0.0309857,-0.035124,-147.818
"555",0.33962,1.2986,-0.963924,0.927572,1.02117,0.177137,1.13159,0.0509704,0,-1.25428,0.274284,0.0740977,-0.335514,-1.7735,0.430332,-0.000599852,-0.0802191,-147.822
"556",1.21413,1.34241,-0.634197,0.949706,1.18895,0.168897,2.33327,0.0695072,0,-2.1766,-0.53018,0.0285076,-0.377439,-2.09448,0.114565,-0.0276931,-0.103112,-149.944
"557",0.549968,1.31412,-0.779341,1.24434,1.80009,0.163013,1.08051,0.346858,0,-1.99597,0.0695977,0.0584883,-0.350594,-2.12283,0.190322,-0.307012,-0.366685,-150.016
"558",1.0155,1.43457,-0.787417,0.853604,1.29689,0.170106,1.24299,0.168552,0,-1.91024,-0.376122,-0.0601458,-0.475136,-2.15923,0.254392,0.100763,-0.00795779,-150.996
"559",0.196941,1.31598,-0.413705,0.152156,0.736349,0.184658,1.43244,0.318279,0,-1.63717,0.430075,0.0625226,-0.356406,-2.59266,-0.12709,0.797593,0.695186,-150.897
"560",0.426438,1.22825,-0.171108,0.796245,0.615321,0.180067,1.64166,0.132653,0,-1.24195,0.296316,0.14482,-0.269965,-2.58721,-0.353701,0.135338,0.0500732,-147.499
"561",0.56356,1.11629,-0.137676,0.907333,1.35411,0.232145,1.42322,0.169484,0,-1.27691,0.134083,0.246223,-0.156852,-2.44298,-0.379744,-0.00372919,-0.0660851,-144.445
"562",0.445163,1.12337,-1.16224,0.780647,1.3054,0.22524,1.01431,0.34573,0,-1.27009,0.189382,0.253734,-0.159261,-1.64959,0.604295,0.160792,0.0838208,-144.653
"563",0.244425,1.08472,-1.15153,0.662503,1.22735,0.218511,1.01152,0.400613,0,-1.35416,0.470131,0.28482,-0.125519,-1.66818,0.641863,0.26827,0.173163,-144.032
"564",-0.0793457,1.05675,-0.992339,0.700311,1.22161,0.22691,1.35266,0.412359,0,-1.21213,0.813267,0.318158,-0.0984518,-1.92677,0.527953,0.243882,0.113027,-145.759
"565",-1.52732,0.952214,-1.87116,0.970784,1.88273,0.196124,1.74982,0.410389,0,0.285164,2.15357,0.42912,0.0164824,-1.12939,1.29437,-0.0138114,-0.0919959,-147.252
"566",-1.01984,0.950136,-0.11845,0.973291,2.27022,0.196065,1.43421,0.12125,0,-0.822872,1.759,0.423738,0.0180248,-2.88272,-0.435448,-0.0347677,-0.0993875,-151.908
"567",-0.337581,0.851035,-0.626404,0.941565,1.47258,0.237153,1.25489,0.133396,0,-1.23291,0.898875,0.538592,0.115474,-2.44377,0.0342798,0.020669,-0.0646123,-145.793
"568",-0.230348,0.749157,-0.236633,1.01805,0.909244,0.284404,1.30834,0.0910921,0,-0.789736,0.951316,0.635501,0.210714,-2.6905,-0.282654,-0.0621778,-0.173349,-148.82
"569",-0.589771,0.828189,1.02305,0.943998,2.33265,0.244933,1.48477,0.0617407,0,-1.34907,1.32399,0.555981,0.132353,-4.04683,-1.54394,0.0013608,-0.0960738,-152.082
"570",-1.6759,0.716532,-0.727068,0.876213,1.72463,0.217709,1.21578,0.115937,0,0.0273754,2.41259,0.670668,0.239152,-2.43267,0.231058,0.0923581,-0.0475116,-149.564
"571",0.656308,0.92535,-1.08392,0.755342,1.72304,0.241737,1.62062,0.13383,0,-2.12601,-0.00728193,0.46759,0.0344385,-1.85759,0.523836,0.199622,0.105661,-148.458
"572",0.844402,1.1564,-2.05102,0.757157,3.16332,0.280758,1.31464,0.218433,0,-2.61288,-0.186489,0.228011,-0.190684,-1.09659,1.43616,0.203841,0.14215,-151.987
"573",1.37928,1.16235,-0.243931,0.976611,2.99729,0.286749,1.9955,0.134612,0,-2.96792,-0.863741,0.241946,-0.197454,-2.97939,-0.293186,0.0134442,-0.135147,-150.173
"574",0.044123,0.959593,-1.39916,0.713473,1.99126,0.437238,1.43706,0.20904,0,-1.59588,0.677604,0.417378,-0.000513979,-1.67065,0.857368,0.239509,0.145197,-144.498
"575",0.385808,1.02632,-1.14109,0.561434,2.33573,0.558123,1.78824,0.292656,0,-1.90621,0.235733,0.361884,-0.0527107,-1.95208,0.536749,0.403802,0.336487,-146.529
"576",0.638543,1.31396,-1.00251,0.70023,1.63264,0.581902,1.75799,0.236463,0,-1.91789,0.222101,0.0614905,-0.36435,-1.91218,0.55733,0.241916,0.105332,-145.424
"577",-1.0794,0.759314,-1.27705,0.855049,1.44933,1.27471,1.57171,0.146076,0,-1.22147,1.65961,0.636792,0.19808,-2.20459,0.728382,0.137849,-0.00661477,-144.876
"578",-1.0881,0.821661,-1.63137,0.847255,1.74652,1.19184,1.3583,0.124449,0,-1.15907,1.69923,0.569124,0.142478,-1.81558,1.05378,0.14093,0.0219705,-145.771
"579",-0.716952,1.40838,-1.50368,1.1197,1.25579,0.472617,0.865821,0.219864,0,-0.740949,1.42802,-0.0303993,-0.450886,-1.53245,0.981251,-0.16685,-0.274347,-145.973
"580",-0.137488,1.17338,-1.40407,1.17041,2.01123,0.328399,0.988074,0.248414,0,-1.10122,0.7543,0.209146,-0.205678,-1.72488,0.843762,-0.197297,-0.303069,-146.403
"581",0.164423,1.39205,-1.68438,0.762641,0.855662,0.349078,0.937862,0.28945,0,-1.47768,0.397098,-0.013085,-0.430485,-1.43468,1.11233,0.204898,0.0997983,-146.719
"582",-0.723118,1.47177,-0.329948,0.644812,0.707553,0.276403,1.65482,0.218778,0,-1.15817,1.2566,-0.082208,-0.510047,-2.80249,-0.211781,0.317907,0.197344,-149.522
"583",-0.7623,1.4964,-1.52119,0.851988,0.825703,0.256398,1.05492,0.1602,0,-0.651207,1.34995,-0.123894,-0.527214,-1.57622,0.910438,0.106841,0.0400919,-151.164
"584",-0.517914,1.26763,-1.25708,0.840168,0.884064,0.23236,0.8461,0.202013,0,-0.474901,1.12221,0.105525,-0.31365,-1.44239,0.716987,0.0771952,0.000838207,-149.659
"585",-0.187305,1.26623,-1.13564,0.888848,0.768263,0.222551,0.935226,0.163291,0,-0.599427,0.87876,0.101203,-0.304678,-1.6027,0.603663,0.0365929,-0.0357826,-146.791
"586",-0.591661,1.29304,-1.14107,0.758763,1.01712,0.237603,1.20286,0.15294,0,-0.0771747,1.1827,0.075003,-0.330346,-1.5047,0.619182,0.159062,0.0771816,-147.22
"587",-0.429785,1.34892,-1.33833,0.673755,1.0429,0.277088,1.73859,0.185799,0,-1.21603,1.12361,0.0220618,-0.391749,-1.72793,0.793231,0.273153,0.181273,-147.236
"588",-0.176221,1.35536,-1.36901,0.573939,0.884073,0.324367,1.78664,0.240264,0,-1.49369,0.926086,0.0344552,-0.400346,-1.82345,0.848888,0.402175,0.268098,-147.074
"589",-0.568251,1.28993,-1.01283,0.408148,1.20449,0.260864,1.44605,0.32156,0,-1.0715,1.20689,0.0840713,-0.329115,-2.04402,0.489221,0.541639,0.431025,-145.283
"590",-0.627163,1.23697,-0.789851,0.474095,1.3199,0.28862,1.1818,0.309498,0,-0.956746,1.30103,0.151357,-0.275291,-2.2304,0.234235,0.482547,0.388316,-144.509
"591",-0.561083,1.22573,-0.557787,0.882933,0.94832,0.229023,1.19932,0.0513105,0,-0.138281,1.24081,0.15219,-0.260629,-2.10263,0.0142534,0.0434186,-0.0218362,-148.406
"592",-1.12574,1.05544,-0.657992,0.925321,1.84737,0.1923,1.60507,0.111261,0,-0.764933,1.84569,0.319347,-0.0994595,-2.50892,0.160394,0.0323233,-0.0993987,-147.582
"593",-1.22573,1.03023,-0.975995,0.912714,2.41838,0.204305,2.17489,0.113501,0,-1.90044,1.8274,0.362279,-0.0670853,-2.73183,0.415812,0.0854098,-0.0521971,-147.844
"594",-1.72994,1.07068,-0.634678,0.864761,2.97262,0.209255,2.56699,0.503428,0,-0.301602,2.27677,0.323146,-0.0999307,-2.56807,0.0301195,0.105402,0.025029,-146.879
"595",-0.470823,1.10304,-1.21716,0.91566,3.21177,0.193499,1.20096,0.120173,0,-1.11273,1.04354,0.274577,-0.137929,-1.85572,0.673143,0.036091,-0.0662158,-147.956
"596",-0.60982,1.11949,-1.24321,0.900238,2.46512,0.169945,1.08537,0.124646,0,-0.336218,1.24503,0.249159,-0.153093,-1.53182,0.724173,0.0268015,-0.05842,-147.67
"597",-1.17106,1.10863,-0.261947,0.528213,1.5841,0.189506,1.34375,1.39075,0,-0.304518,1.67201,0.284773,-0.139233,-2.83195,-0.33501,0.44307,0.35293,-147.085
"598",-1.24275,1.09421,-0.187141,0.473269,1.44452,0.188881,1.52744,1.21432,0,-0.226218,1.73489,0.299678,-0.115056,-2.94847,-0.424455,0.50143,0.422029,-149.636
"599",-0.105226,1.03057,-0.628191,0.583375,1.86731,0.17987,1.49273,0.689297,0,-1.85565,0.843736,0.365945,-0.0729681,-2.64196,0.127963,0.396911,0.250012,-142.864
"600",-1.32937,0.997105,-0.861366,0.843662,2.36144,0.185909,1.33737,0.289672,0,-0.247067,1.92457,0.394387,-0.0359941,-2.24129,0.295843,0.126328,0.0190414,-146.562
"601",-2.29618,1.18314,-1.36475,0.908212,1.99402,0.166286,1.40172,0.719743,0,0.545827,2.93067,0.196617,-0.223854,-1.78568,0.8476,0.0514128,-0.0759498,-148.608
"602",0.0526516,1.1459,-1.0748,0.905826,3.32975,0.202975,1.37827,0.0848946,0,-1.24597,0.604439,0.224673,-0.179924,-1.68169,0.460074,0.0129579,-0.00978397,-151.866
"603",-0.129326,1.28105,-1.43351,0.915679,2.94089,0.205594,1.32607,0.0463069,0,-1.15627,0.640127,0.0858549,-0.307157,-1.35995,0.801443,0.00415594,-0.0156221,-150.566
"604",-0.544458,1.2644,-2.28479,0.958917,3.11469,0.185252,1.46187,0.0653924,0,-0.769929,0.955174,0.101652,-0.290322,-0.664284,1.61873,-0.0204903,-0.0467528,-153.01
"605",-0.0595986,1.30497,-0.965724,0.887956,1.2717,0.167281,2.31157,0.067099,0,-0.378881,0.708315,0.0457846,-0.344531,-1.50315,0.420968,-0.00431607,-0.0370202,-150.496
"606",-1.01868,1.29501,-0.713972,0.984392,1.06411,0.162568,2.93757,0.0559292,0,-0.026633,1.48867,0.0756693,-0.322705,-2.12016,0.0919094,-0.0496969,-0.0958407,-154.098
"607",-0.827803,1.27641,-1.31107,1.09039,1.30237,0.210355,1.73016,0.148523,0,-0.717067,1.37833,0.113957,-0.315978,-1.87907,0.749835,-0.11247,-0.237695,-147.159
"608",-1.05681,1.09208,-1.05234,0.817215,1.63469,0.179141,1.21339,0.0653475,0,-0.394068,1.68297,0.274422,-0.130174,-1.87169,0.51127,0.116669,0.032164,-148.631
"609",-1.1869,1.0324,0.108465,0.904044,2.17336,0.231994,2.3816,0.0737141,0,-1.22663,1.77381,0.371208,-0.0649088,-3.71419,-0.688971,0.101152,-0.0288465,-146.768
"610",-1.38457,1.08555,0.364856,0.894987,3.1918,0.221906,2.97723,0.0702617,0,-2.13857,1.98692,0.31384,-0.119452,-4.28012,-0.936565,0.114609,-0.0254381,-149.66
"611",-0.799051,0.947487,-0.588196,0.885712,3.28477,0.21754,3.00326,0.0344979,0,-0.720342,1.32219,0.434497,0.0183813,-2.38052,0.00556903,0.0610528,-0.0159285,-148.638
"612",-1.01332,0.878343,-0.576719,0.832421,3.27997,0.251618,2.62028,0.0962842,0,-0.996314,1.72314,0.52244,0.0757198,-2.66486,0.0947777,0.147065,-0.0173658,-148.053
"613",-0.469064,1.03945,-1.20567,0.898743,2.1143,0.219399,1.10679,0.064751,0,-2.19427,1.17361,0.35689,-0.0782024,-2.1754,0.686371,0.0805718,-0.0529408,-147.803
"614",-0.363419,1.01361,-1.23898,0.917377,2.52869,0.240894,1.45576,0.0756382,0,-3.19832,1.01856,0.391785,-0.0503915,-2.57779,0.701087,0.0900157,-0.064987,-147.601
"615",0.132561,1.03408,-1.56239,0.94996,1.86274,0.266949,1.70682,0.0817908,0,-2.67338,0.363757,0.372111,-0.0665633,-2.19629,0.930138,0.0676813,-0.0540806,-148.498
"616",-0.247801,0.867356,-1.60611,0.983337,1.57008,0.320961,1.88781,0.145348,0,-1.81889,0.766741,0.543946,0.0913668,-2.09219,1.04735,0.0423034,-0.13442,-150.682
"617",-0.439151,0.792595,-1.33662,0.954651,1.77522,0.303241,2.36541,0.120798,0,-1.627,1.18345,0.594683,0.159866,-1.89751,0.865559,0.0150829,-0.142863,-146.055
"618",-0.788836,0.855028,-0.89378,0.636238,1.95891,0.310706,1.14519,0.4041,0,-0.50755,1.35313,0.514775,0.112336,-2.10628,0.302653,0.310278,0.24052,-145.851
"619",-0.247178,0.0930715,-0.474298,0.856024,0.797037,0.780026,0.848541,0.0704186,0,-0.820194,0.914278,1.28388,0.873201,-2.40926,-0.0902276,0.0878421,0.0147325,-148.642
"620",-0.265586,1.1029,0.0102502,0.86448,0.86132,0.542543,1.21745,0.105384,0,-0.602981,0.991741,0.261798,-0.144515,-2.77787,-0.494008,0.0615747,-0.0401902,-145.755
"621",-0.474262,1.0965,-1.0916,0.745544,1.62533,1.04376,1.16823,0.161791,0,-0.75723,0.979838,0.272959,-0.125868,-1.88241,0.478563,0.199564,0.144636,-145.774
"622",-0.789112,-0.0813221,-0.717623,0.955442,1.10512,1.27383,2.1263,0.196837,0,-1.06483,1.49449,1.47963,1.0394,-2.70999,0.216389,0.0413289,-0.125812,-143.28
"623",-0.796336,-0.348516,-1.47394,0.937028,1.40144,0.804355,1.28394,0.090427,0,-0.866893,1.35567,1.72826,1.31506,-1.57407,0.872378,0.013677,-0.0542993,-146.34
"624",-0.0450986,0.000671199,-1.55425,1.18017,0.622517,0.951915,1.48327,0.429237,0,-0.778156,0.70958,1.36964,0.961207,-1.32166,1.01652,-0.232903,-0.326465,-146.257
"625",-0.949443,-0.0893893,-2.28795,0.61873,2.04984,1.15666,1.53681,0.872594,0,-0.221307,1.67281,1.46451,1.05033,-0.624459,1.73687,0.327007,0.24764,-145.569
"626",-0.904224,-0.148231,-2.19052,0.68519,2.33215,1.2,1.56982,0.703573,0,-0.25113,1.6669,1.53055,1.10377,-0.626796,1.71493,0.252206,0.131065,-144.997
