"","b_Nu_Intercept","b_eta_Intercept","b_tau_Intercept","b_rho_Intercept","sd_group__Nu_Intercept","sd_group__eta_Intercept","sd_group__tau_Intercept","sd_group__rho_Intercept","sigma","r_group__Nu.h15.Intercept.","r_group__Nu.h16.Intercept.","r_group__eta.h15.Intercept.","r_group__eta.h16.Intercept.","r_group__tau.h15.Intercept.","r_group__tau.h16.Intercept.","r_group__rho.h15.Intercept.","r_group__rho.h16.Intercept.","lp__"
"143",-1.43252,1.72776,-0.130585,2.40601,0.863977,2.47731,2.05296,1.20577,0,-0.114781,2.06426,-0.338636,-0.765778,-3.16039,-0.42717,-1.42154,-1.54664,-150.208
"144",-0.300723,1.7249,-0.107913,1.24178,0.985895,2.46167,2.11067,1.41152,0,-1.15566,0.998887,-0.336531,-0.76481,-3.07878,-0.432826,-0.265796,-0.387847,-143.395
"145",-0.240969,1.68624,-0.226256,1.18373,1.04094,2.72949,1.92847,1.11342,0,-1.17276,1.01774,-0.29912,-0.729975,-2.90593,-0.263236,-0.211272,-0.35451,-142.485
"146",0.0324773,1.16492,-1.109,1.67045,0.678609,4.08656,1.48163,1.32734,0,-1.28851,0.685403,0.216626,-0.20409,-1.90567,0.593982,-0.712948,-0.827629,-144.714
"147",-0.282841,1.63499,-1.04548,1.63519,0.715195,3.81805,1.59391,1.31416,0,-1.32053,0.898945,-0.258221,-0.670627,-1.87476,0.467395,-0.698963,-0.76359,-146.473
"148",0.509599,0.95212,-1.36138,1.77371,1.73699,4.08091,2.30115,0.784049,0,-3.12633,0.146541,0.464442,0.00736413,-2.50362,0.810518,-0.744147,-0.9173,-147.391
"149",0.663276,1.09977,-1.65268,1.72422,3.29132,3.48468,1.82456,0.862146,0,-5.00738,0.0193454,0.32137,-0.143231,-2.36364,1.12904,-0.699406,-0.883075,-149.573
"150",0.322493,0.907684,-1.36317,1.66172,3.39396,3.18093,2.71495,0.776826,0,-4.86775,0.371017,0.523166,0.0496316,-3.12408,0.842224,-0.606942,-0.822384,-149.066
"151",1.47964,1.10242,-0.831943,1.045,2.13737,2.92906,1.2858,0.290641,0,-4.6029,-0.746161,0.29521,-0.148586,-2.66224,0.33863,-0.0603509,-0.221677,-148.539
"152",1.18355,1.03913,-1.69099,0.800289,2.34331,2.14468,2.19093,0.193009,0,-2.66178,-0.404376,0.341807,-0.0849842,-1.39975,1.23025,0.160855,0.00821325,-144.137
"153",1.15906,0.458104,-0.606333,0.846311,2.51709,2.19879,1.726,0.133372,0,-4.26998,-0.416145,0.955635,0.497406,-3.01948,0.118933,0.160034,-0.0236621,-147.11
"154",1.06293,0.843364,-0.82432,0.857029,2.06261,1.63832,1.31992,0.150754,0,-3.28192,-0.245379,0.567286,0.109508,-2.69795,0.378076,0.151405,-0.0558425,-147.21
"155",0.226692,0.445644,-1.25219,0.964722,2.41695,1.88725,1.061,0.108571,0,-2.80183,0.506133,0.958886,0.511143,-2.23515,0.738318,0.0313192,-0.125548,-144.696
"156",0.492422,-0.115528,-0.890129,0.748064,1.0949,1.53418,2.02781,0.0919581,0,-1.85152,0.284866,1.4827,1.07004,-1.93286,0.430576,0.173221,0.0583253,-147.936
"157",-0.122153,-0.0241824,-1.77765,0.660531,1.56806,2.27217,2.5981,0.267612,0,-2.3798,0.839811,1.41003,0.976684,-1.66614,1.28205,0.31957,0.163494,-145.332
"158",0.416647,0.0781837,-0.410807,1.16833,1.29514,1.66175,2.29069,0.646986,0,-2.45805,0.312064,1.31845,0.881026,-2.76452,-0.0898029,-0.197005,-0.331613,-144.547
"159",0.0920205,0.495266,-0.602252,1.25238,0.961328,1.52773,1.32035,1.06847,0,-2.21218,0.495249,0.904318,0.466905,-2.76849,0.0579277,-0.261769,-0.400775,-144.377
"160",0.476127,1.42979,-1.21143,1.63287,1.00078,1.07468,0.93759,0.893674,0,-1.3901,0.197945,-0.0572537,-0.473457,-1.52109,0.703509,-0.703967,-0.800777,-146.593
"161",0.161864,1.17544,-1.07486,1.00101,0.877648,0.943722,1.84938,0.864091,0,-1.57573,0.597348,0.219988,-0.22016,-2.10499,0.597965,-0.016497,-0.185722,-145.534
"162",-0.290832,1.16442,-2.10254,1.10789,1.20276,0.506165,1.91042,0.334048,0,-1.26846,0.883171,0.215648,-0.199518,-0.96684,1.53141,-0.154028,-0.24131,-144.344
"163",-0.78298,1.23415,-1.84749,1.1148,1.46414,0.440053,2.23546,0.42788,0,-0.776033,1.28465,0.141905,-0.264905,-1.24534,1.23132,-0.157115,-0.225314,-144.633
"164",-0.818464,1.24885,-1.80885,1.0349,1.68364,0.416805,2.35543,0.432302,0,-1.23686,1.20772,0.133182,-0.270334,-1.36138,1.09539,-0.0759774,-0.0954993,-151.202
"165",-0.569479,1.862,-0.908739,1.10921,1.52621,0.607694,1.87285,0.23928,0,-1.62085,1.37476,-0.473914,-0.910152,-2.3495,0.460553,-0.139412,-0.30654,-146.408
"166",-0.239971,1.40576,-1.01992,0.959211,0.604404,0.448377,0.922171,0.513755,0,-1.11514,0.713312,-0.0219161,-0.438117,-1.91151,0.389138,-0.0109148,-0.0667125,-146.449
"167",-0.104911,1.35232,-1.19667,0.548794,0.948104,0.486362,0.99952,0.588574,0,-0.791286,0.965372,0.023235,-0.404069,-1.63412,0.749071,0.392493,0.253509,-145.805
"168",-1.73387,0.50943,-0.232266,0.574419,1.42302,1.1965,1.21392,1.1539,0,0.686883,2.53082,0.859741,0.448348,-2.57727,-0.2859,0.356195,0.274117,-145.528
"169",-1.34747,0.523059,-1.11279,0.685126,1.26155,0.806032,1.0991,0.842857,0,-0.0972563,1.93714,0.858378,0.439029,-2.06588,0.584173,0.285837,0.156306,-144.204
"170",0.237532,0.46922,-1.40087,0.864629,1.51388,0.76756,1.03356,0.568609,0,-1.28355,0.355889,0.909185,0.495246,-1.4546,0.820614,0.0769874,0.00811757,-141.638
"171",0.166111,0.780695,-1.29391,0.902135,1.49351,0.781463,1.03697,0.387107,0,-1.27215,0.550107,0.594794,0.179699,-1.53157,0.791327,0.0331322,-0.0659578,-140.984
"172",0.237259,0.94178,-0.459847,0.531931,1.61355,0.649578,1.62452,0.73709,0,-1.77662,0.40857,0.441136,0.0171492,-2.67951,-0.0851066,0.434192,0.31853,-140.014
"173",-0.68115,0.709808,-0.865301,1.05501,0.974869,0.890886,1.01214,0.320221,0,-0.634036,1.38273,0.663017,0.246443,-2.02444,0.357044,-0.119217,-0.224534,-143.437
"174",-0.818943,0.782935,-0.602753,0.838184,0.977593,0.943968,1.5945,0.470008,0,-0.644914,1.39288,0.617265,0.180271,-2.50882,0.0222539,0.138083,0.0311149,-143.35
"175",-0.581713,0.803051,-0.405699,0.73445,1.06271,0.864871,1.2631,0.512946,0,-0.989436,1.39939,0.571513,0.155822,-2.43649,-0.0394217,0.192441,0.0739029,-146.911
"176",-0.701574,0.979771,-2.05784,0.875935,1.18564,0.617719,1.50327,0.22497,0,-0.449854,1.09852,0.405851,-0.0156535,-1.1864,1.43636,0.112752,0.000970903,-153.434
"177",-0.613922,1.40449,-1.23167,0.950358,1.2764,0.650099,1.21247,0.146614,0,-2.10438,1.336,-0.00863095,-0.446644,-2.15755,0.696824,0.0283178,-0.0985152,-145.797
"178",0.570343,1.08755,0.268434,1.0004,1.09141,0.373351,1.5233,0.29438,0,-2.09785,0.0663248,0.301928,-0.124696,-3.40478,-0.82564,-0.0309875,-0.137694,-144.262
"179",-0.0602266,1.18205,-0.608503,0.561336,0.670124,0.307414,1.48834,0.509253,0,-1.48383,0.751856,0.209625,-0.225792,-2.57402,0.0967668,0.414935,0.27466,-144.983
"180",-0.242757,1.12407,-2.12809,0.986825,0.526753,0.289926,1.38849,0.6033,0,-1.07816,0.851526,0.249044,-0.164664,-0.847033,1.57519,-0.0423701,-0.134436,-147.263
"181",-1.04989,1.03264,-1.26297,1.49686,0.912903,0.550623,1.25083,0.710018,0,-1.76855,1.62872,0.354719,-0.0698933,-2.26986,0.694546,-0.513927,-0.633386,-147.522
"182",-1.0029,1.00539,-1.20472,1.62572,0.992914,0.657773,1.38609,0.719565,0,-1.59508,1.76682,0.392206,-0.0513064,-2.22583,0.714584,-0.639437,-0.799902,-145.613
"183",0.834599,0.990312,-1.91051,1.34455,1.47438,0.62446,1.00317,1.3978,0,-2.01048,-0.299846,0.39038,-0.0206305,-1.07007,1.30187,-0.388747,-0.457408,-144.244
"184",1.01643,1.20405,-1.67601,1.28667,1.20485,0.553285,0.91019,1.15251,0,-1.93751,-0.237041,0.165851,-0.253279,-1.12033,1.21781,-0.355462,-0.482164,-145.88
"185",0.986563,1.25113,-1.79967,1.26233,1.25599,0.504855,0.870773,1.19543,0,-1.93329,-0.287256,0.124265,-0.291312,-1.02038,1.25947,-0.324617,-0.4069,-144.675
"186",0.960438,1.14578,-2.07789,1.25488,1.28906,0.369137,0.921873,1.33067,0,-2.15367,-0.330864,0.229203,-0.181902,-0.91376,1.54383,-0.303366,-0.40491,-146.004
"187",1.44865,1.28084,-1.47069,0.846287,1.34432,0.513744,0.944065,0.142321,0,-2.38304,-0.852803,0.0869493,-0.318825,-1.26484,0.91477,0.0758474,0.00930653,-145.538
"188",1.71786,1.34243,-0.676501,0.751537,1.39232,0.407231,0.986474,0.232514,0,-2.76037,-1.14479,0.0260877,-0.379685,-2.00099,0.0960306,0.159188,0.117756,-147.986
"189",1.36818,1.49209,-0.11832,0.880102,1.93343,0.549277,1.51425,0.0921072,0,-4.32854,-0.867663,-0.0965444,-0.520588,-3.50052,-0.551811,0.113642,0.0390405,-154.045
"190",1.27584,1.38725,-0.324845,0.972379,1.51454,0.486268,1.7009,0.281187,0,-3.39218,-0.590529,0.00335132,-0.428175,-2.89441,-0.187315,-0.00530111,-0.136597,-144.679
"191",0.138235,1.3826,-0.338229,0.834006,1.22145,0.592217,2.27114,0.689899,0,-2.48942,0.361309,0.0179582,-0.409896,-3.17835,-0.278162,0.162508,0.0564252,-144.9
"192",-0.326205,0.673595,-1.92535,0.850742,0.610619,0.4026,1.69872,0.0855692,0,-0.676204,0.999295,0.696877,0.287001,-0.801705,1.41993,0.068794,-0.0194458,-148.045
"193",-0.707258,1.04979,-1.12184,1.00277,1.70502,0.329606,3.13979,0.132546,0,-1.19206,1.38204,0.346782,-0.0911194,-2.30542,0.626972,-0.00486743,-0.177727,-145.361
"194",-1.9285,1.44819,-1.30273,0.888792,5.02813,0.283078,1.19869,0.0769852,0,-0.141995,2.37154,-0.0533575,-0.47851,-2.01601,0.72374,0.0951834,-0.0257282,-153.686
"195",-1.42206,1.28533,-0.319551,1.04349,1.56927,0.442332,2.16574,0.0915403,0,0.733414,2.15247,0.0811829,-0.328463,-2.35307,-0.202804,-0.121741,-0.200119,-149.748
"196",-0.190458,0.898249,-1.24527,0.769443,1.00631,0.468639,1.32597,0.132145,0,-1.34006,0.946076,0.492598,0.0583232,-1.86351,0.774777,0.201623,0.0448828,-145.145
"197",0.00412396,0.632012,-0.583025,0.902417,1.01045,0.429874,1.67626,0.0423385,0,-1.06203,0.735283,0.729383,0.324836,-2.0945,0.0597113,0.00434091,-0.057932,-147.603
"198",-0.733749,0.83955,-0.638473,0.961021,0.984924,0.395951,1.37452,0.0831239,0,-0.664984,1.2318,0.537246,0.125195,-2.35292,0.0261101,-0.0112477,-0.077464,-146.391
"199",-0.145022,0.547356,-0.552865,0.88609,1.10243,0.728328,1.17987,0.0589338,0,-0.918939,0.831815,0.817246,0.410275,-2.12218,0.0159825,0.0225897,-0.0368511,-144.692
"200",-0.0726065,0.494525,-0.199051,0.889693,0.883399,0.852439,1.39561,0.130877,0,-0.851504,0.778426,0.873808,0.468029,-2.54437,-0.341407,0.0358082,-0.0301783,-143.467
"201",-1.79132,0.801227,-1.55432,0.873318,1.28011,0.610796,1.0454,0.0716761,0,0.467133,2.31363,0.571116,0.164461,-1.28276,0.931274,0.0553534,0.0189313,-149.21
"202",-1.01959,0.682976,-0.765143,0.759392,1.91977,0.630728,1.65393,0.171022,0,0.207282,1.58838,0.690979,0.285508,-1.95026,0.186372,0.167813,0.112648,-144.241
"203",-0.684307,1.17216,-0.0805416,0.620434,1.48677,0.56707,1.47977,0.372514,0,-1.03225,1.34912,0.227723,-0.209154,-3.08355,-0.444218,0.356052,0.224648,-143.094
"204",-1.05271,1.17326,-0.548142,0.960836,1.04097,0.48671,2.22949,0.10827,0,0.0606573,1.61868,0.199567,-0.202611,-2.28225,-0.030651,-0.0251698,-0.0859475,-145.048
"205",-0.337723,0.912006,-0.421141,0.898737,1.09332,0.783814,1.45364,0.0539712,0,-0.409258,1.05503,0.451815,0.0503353,-2.20952,-0.0914584,0.0129094,-0.0556261,-144.489
"206",-0.194742,0.740093,-0.313754,0.881435,0.525607,0.754403,1.40795,0.0633093,0,-0.441752,0.761936,0.632455,0.231418,-2.41085,-0.246105,0.0523762,-0.0146207,-148.698
"207",0.0604196,1.04988,-1.06823,0.887324,0.485677,0.570398,1.41047,0.0789913,0,-0.457273,0.594575,0.310255,-0.0937844,-1.48818,0.569386,0.0204414,-0.0652936,-147.868
"208",-0.755856,1.10888,-0.373335,0.945362,0.904434,0.675742,1.92843,0.0714146,0,-0.789184,1.39707,0.266877,-0.148936,-2.72836,-0.166526,0.0121081,-0.0952665,-143.92
"209",-0.567905,0.874957,-1.79776,0.921494,0.69348,0.554183,1.10319,0.0804954,0,-0.731076,1.2285,0.511002,0.0881696,-1.33551,1.22351,0.0510748,-0.0478967,-147.56
"210",-1.17043,0.102325,-1.17883,0.815064,1.06018,1.0881,2.16695,0.196871,0,-0.388151,1.64815,1.27452,0.866818,-1.98327,0.553488,0.14821,0.0777998,-146.283
"211",-1.06312,0.502663,-0.680241,0.561956,1.87277,1.01452,1.89615,0.223435,0,-0.514631,1.75796,0.89551,0.452162,-2.59845,0.162669,0.428354,0.271262,-146.883
"212",-0.401701,1.32774,-1.49434,0.821147,2.62046,0.67946,1.13996,0.241231,0,-2.49705,0.967884,0.0573916,-0.365384,-1.75284,0.92025,0.132633,0.0437919,-148.574
"213",1.15704,1.40876,-0.508682,0.910971,2.55483,0.812394,3.10655,0.255476,0,-2.93906,-0.420835,-0.0114514,-0.45515,-2.87604,0.00310454,0.0835442,-0.0785928,-143.705
"214",0.683892,1.52814,-0.0357564,0.909731,3.38237,0.803624,1.93272,0.120754,0,-2.7582,-0.0149771,-0.134537,-0.560674,-3.24634,-0.525732,0.0679181,-0.037044,-144.505
"215",-0.832608,-0.0530889,1.33679,0.906888,1.66325,1.0584,3.43915,0.752826,0,-0.276697,1.42741,1.42875,1.01793,-4.18199,-1.89312,0.0279893,-0.0476305,-144.235
"216",-1.06427,-0.071935,1.12271,0.833782,1.86188,0.966989,3.59385,1.00497,0,-0.195013,1.90182,1.44495,1.01877,-4.20193,-1.53238,0.128267,-0.0617564,-152.793
"217",-0.117465,-0.313875,0.925881,0.972942,1.28137,1.06309,3.50928,0.192605,0,-2.46713,0.817761,1.71588,1.27673,-4.31327,-1.43819,0.010225,-0.131247,-147.059
"218",0.31696,-0.324838,0.831352,0.836083,0.41865,0.993163,3.73273,0.0792241,0,-1.22648,0.42453,1.68898,1.28564,-3.55731,-1.33744,0.0813056,0.0039072,-151.115
"219",0.186466,-0.377216,0.700888,0.814138,0.435458,1.07864,3.63778,0.0880249,0,-1.14435,0.452789,1.74307,1.33893,-3.50567,-1.26529,0.117203,0.0512135,-150.262
"220",0.799143,-0.246538,0.0576432,0.657641,1.04324,1.86724,3.83587,0.417266,0,-3.12096,-0.320876,1.62625,1.2145,-3.57923,-0.671555,0.327061,0.223961,-152.578
"221",0.533468,-0.168239,-0.63647,0.881493,0.789242,1.20883,2.84541,0.0588916,0,-1.33023,0.203686,1.52631,1.12863,-2.08819,0.130331,0.0376353,-0.0421072,-146.985
"222",0.678198,0.379566,0.416867,0.800483,0.828676,1.09775,2.37484,0.181536,0,-1.45382,-0.1716,0.994133,0.590759,-3.03046,-1.03113,0.111856,0.0885427,-146.93
"223",1.11656,0.668752,0.971184,0.66854,1.29676,0.651999,2.77604,0.105507,0,-1.965,-0.534085,0.70236,0.298209,-3.73082,-1.54082,0.260981,0.199494,-149.797
"224",0.268595,0.723607,-0.411532,0.640775,1.71584,0.570534,2.90638,0.343596,0,-2.29391,0.4855,0.667551,0.230199,-2.93601,-0.0865583,0.342767,0.187312,-142.024
"225",-0.362488,1.09251,-0.393747,0.293446,2.86864,0.785639,2.22076,0.892765,0,-1.33552,0.918361,0.296125,-0.124127,-2.75003,-0.171998,0.676215,0.571916,-141.105
"226",-0.207882,1.36461,-0.952256,0.680596,3.5218,0.753014,2.90678,0.412584,0,-1.58929,0.911402,0.0187711,-0.411751,-2.22861,0.447136,0.285137,0.146496,-142.139
"227",0.0827409,1.37396,-1.78095,0.888861,3.04967,0.768467,1.82276,0.0897905,0,-0.893261,0.528073,-0.0154823,-0.414254,-0.863077,1.21638,0.0167544,-0.0282529,-145.618
"228",-0.314676,1.84298,-1.25725,0.893799,4.7968,0.674297,1.86193,0.0644418,0,-0.906884,0.915179,-0.467698,-0.879916,-1.60162,0.668719,0.0431403,-0.0163235,-147.176
"229",-0.29295,1.52933,-1.19093,0.365369,4.28443,0.400216,1.75087,0.475279,0,-1.2087,0.936089,-0.162906,-0.561189,-1.75662,0.619205,0.569135,0.511807,-147.497
"230",0.781206,1.33277,-1.83807,0.72372,2.69308,0.726028,1.63354,0.330343,0,-3.06756,-0.136115,0.0449693,-0.369366,-1.51216,1.33085,0.245317,0.111636,-146.778
"231",-0.317874,1.15588,-0.466218,0.856799,4.19439,0.398762,3.17773,0.309619,0,-1.00376,0.921668,0.225073,-0.19057,-2.68694,-0.0674481,0.113541,-0.00920968,-144.934
"232",0.78297,1.56254,-2.62631,0.734513,1.36552,0.336085,1.19885,0.101737,0,-1.90108,-0.144061,-0.178993,-0.601826,-0.298395,2.07444,0.217018,0.123402,-152.355
"233",0.548977,1.32411,-0.229866,0.706878,2.82798,0.344269,1.44492,0.206909,0,-2.22235,-0.0452496,0.0737413,-0.355842,-3.14098,-0.376397,0.288644,0.1768,-147.491
"234",0.199156,1.30535,-1.00319,0.761324,2.57495,0.297602,0.933352,0.201179,0,-2.06582,0.514696,0.0759101,-0.344558,-1.99221,0.480037,0.180183,0.0864385,-145.87
"235",0.431851,1.10599,-1.66687,1.00837,1.75237,0.298185,1.87998,0.112635,0,-1.24525,0.30443,0.263701,-0.151232,-1.13474,1.16958,-0.0723587,-0.179824,-146.284
"236",0.871732,1.01132,-1.56966,0.979231,1.6401,0.295343,3.20949,0.0481476,0,-2.34021,-0.351207,0.360244,-0.0453858,-1.39142,0.95855,-0.0374688,-0.0959057,-150.142
"237",1.29624,1.12365,-1.02251,0.987099,1.05131,0.271122,2.654,0.107161,0,-2.47607,-0.68951,0.26215,-0.163667,-1.93449,0.482048,-0.0308578,-0.141232,-147.547
"238",0.151475,1.15832,-0.124303,0.926241,0.627225,0.374903,3.57301,0.0530122,0,-1.38059,0.461537,0.223205,-0.197348,-2.92237,-0.414263,0.036323,-0.0800415,-147.035
"239",0.157321,1.0883,-0.237852,0.915215,1.00949,0.313251,2.26323,0.0245444,0,-1.024,0.497657,0.280588,-0.129206,-2.43361,-0.311346,0.00123574,-0.0606628,-147.777
"240",0.39921,1.20668,-0.731045,0.956857,0.943378,0.238148,1.24631,0.0428278,0,-1.37314,0.26014,0.174453,-0.24757,-2.07955,0.180292,-0.0169051,-0.101674,-149.408
"241",-0.849421,0.9718,-0.745156,0.862669,1.41719,0.283425,2.02761,0.0963359,0,-1.36458,1.67549,0.422995,-0.015618,-2.57447,0.227888,0.117638,-0.0109495,-148.975
"242",-0.485165,1.14887,-0.15551,0.7453,1.33816,0.513022,1.74074,0.175809,0,-0.611293,0.937945,0.217732,-0.181108,-2.71654,-0.426874,0.190352,0.121235,-146.874
"243",0.848811,1.35571,-0.209153,0.618069,1.54407,0.561859,1.61178,0.23547,0,-2.1881,-0.156666,0.0310986,-0.402107,-2.7282,-0.314582,0.332987,0.219384,-145.12
"244",-0.181066,1.34955,-0.53776,0.821454,1.32805,0.431931,1.05545,0.0951351,0,-1.12787,0.853933,0.014645,-0.388874,-2.30463,0.0335468,0.101022,0.00903912,-146.548
"245",0.153694,1.29365,-0.33241,0.84723,1.19814,0.340262,1.17807,0.0729525,0,-1.11879,0.395728,0.0752758,-0.321771,-2.42997,-0.239583,0.0767342,0.0235092,-147.641
"246",-0.500883,1.1295,-0.498541,0.431836,0.793278,0.533962,1.03933,0.350097,0,-0.391591,1.1208,0.234123,-0.170735,-2.23667,-0.0376773,0.489263,0.409031,-147.529
"247",-0.473759,1.11587,-0.0868007,0.433045,0.934242,0.460207,1.19185,0.319655,0,-0.379231,1.19679,0.252714,-0.155987,-2.61489,-0.400343,0.49101,0.394794,-148.624
"248",-0.667085,1.10662,-0.712281,0.742499,0.768856,0.464598,1.45932,0.166465,0,0.209896,1.20569,0.254968,-0.141741,-1.82461,0.123148,0.157235,0.12952,-149.821
"249",-0.45241,1.29971,-0.161408,0.885601,0.618507,0.499425,1.96164,0.0353789,0,-0.147404,0.987511,0.0630872,-0.333553,-2.37458,-0.474434,0.014542,0.00935055,-153.979
"250",0.077503,1.09274,-0.818832,0.740475,0.494698,0.312272,2.19675,0.113465,0,-0.671483,0.573285,0.25876,-0.126224,-1.68436,0.265925,0.147661,0.12214,-150.046
"251",-0.633193,1.21219,-2.04016,0.845007,0.948707,0.459929,1.45438,0.0902177,0,-0.385874,1.20424,0.164986,-0.242251,-0.783346,1.4683,0.0936579,0.0247719,-146.088
"252",-0.778303,1.28145,-2.82384,0.152914,5.67516,0.840589,2.29289,0.778243,0,-3.32639,1.33822,0.137335,-0.309498,-1.56983,2.25568,0.89142,0.716997,-150.897
"253",-1.22662,1.28037,-3.52292,-0.132991,7.92026,0.527791,1.9277,0.770582,0,-4.58394,1.79849,0.141882,-0.319786,-1.0919,2.96077,1.17754,0.98675,-158.034
"254",-1.0996,1.25714,-4.32562,0.409762,4.86722,0.605173,1.76089,0.644787,0,-3.02062,1.73029,0.147786,-0.293789,0.272162,3.75285,0.606149,0.459714,-156.193
"255",-0.349045,0.98078,-2.67631,0.923156,5.6219,0.941748,2.81951,0.0431477,0,-1.77859,0.840647,0.409824,-0.00472362,-0.540896,2.04013,0.0446797,-0.0159155,-153.071
"256",-0.264536,1.8917,-3.1126,1.06279,2.96991,0.635772,2.25887,0.128949,0,-1.33092,0.967315,-0.511529,-0.938565,0.0644557,2.58948,-0.110007,-0.223017,-152.247
"257",0.319594,1.62402,-1.7681,0.987183,2.27849,0.351409,2.36985,0.210268,0,-2.24723,0.269646,-0.233843,-0.658365,-1.50374,1.19501,-0.0109025,-0.12088,-146.963
"258",-0.0821568,1.49406,-1.62572,1.07237,2.91378,0.378116,2.32038,0.292146,0,-1.78719,0.756798,-0.104718,-0.53506,-1.58318,1.09229,-0.0996354,-0.228849,-148.148
"259",0.18216,1.51374,-1.86714,1.15119,2.13158,0.410573,1.75986,0.277426,0,-1.56785,0.488735,-0.12752,-0.551104,-1.23424,1.34851,-0.181914,-0.309719,-144.466
"260",0.58187,1.28973,-1.49503,0.995814,2.27177,0.34867,1.41992,0.283179,0,-1.86134,0.0999905,0.0789665,-0.332718,-1.43315,0.957686,-0.058338,-0.145122,-144.986
"261",0.326795,1.19983,-0.817184,0.704365,1.75221,0.425617,1.39295,0.915691,0,-2.22127,0.286826,0.191291,-0.234042,-2.32182,0.259797,0.263312,0.158007,-142.19
"262",-0.112683,1.11235,-1.62158,0.879003,1.02506,0.382841,1.89659,0.127219,0,-1.44778,0.574583,0.272625,-0.143375,-1.62096,1.00457,0.097599,0.0083971,-147.227
"263",1.02386,1.16404,-1.1918,0.902555,1.58868,0.6642,1.9245,0.175797,0,-2.67252,-0.206339,0.218864,-0.209401,-1.89284,0.723027,0.0578634,-0.0863379,-145.519
"264",-0.343772,1.12262,-0.563,0.506952,0.980412,0.610692,1.20985,0.325634,0,-0.593682,0.926666,0.246765,-0.155589,-2.08933,-0.0036706,0.403,0.360992,-144.805
"265",-1.1667,-0.14688,-0.901413,0.832994,1.48519,0.662843,1.27822,0.0784562,0,-0.480218,1.85069,1.51938,1.10795,-2.12199,0.358555,0.111324,0.0238237,-147.817
"266",-0.411893,-0.0102355,-0.996293,0.778001,1.16251,0.715371,2.00011,0.169003,0,-1.76373,1.16697,1.40692,0.967297,-2.3483,0.492618,0.205608,0.0587223,-144.561
"267",-0.653833,0.340352,-0.945381,0.972051,1.3692,0.956099,2.08443,0.109812,0,-0.742749,1.28853,1.04171,0.620708,-2.10789,0.407903,-0.0117745,-0.125423,-142.247
"268",-1.36508,-0.276777,-0.336031,0.93373,1.85334,0.922963,2.15583,0.0980082,0,-0.107814,1.91668,1.65514,1.24033,-2.73869,-0.257924,0.026463,-0.0600633,-147.012
"269",-1.25392,-0.253308,-0.35902,0.945228,2.02292,0.915947,2.13144,0.112218,0,-0.221697,1.74547,1.63919,1.21892,-2.74857,-0.226664,0.0215919,-0.0751185,-146.795
"270",-0.711534,0.0389332,0.143506,0.509481,3.02824,0.864327,1.85951,0.483382,0,-0.583422,1.33729,1.33451,0.91656,-3.06113,-0.623054,0.432504,0.297982,-146.569
"271",-1.42438,-0.260737,-0.795815,0.684756,1.59029,1.43049,2.03625,0.394813,0,-0.181299,2.07936,1.63938,1.2219,-2.49698,0.304175,0.291052,0.137814,-147.054
"272",-0.488581,-0.75311,-1.0897,0.961076,1.47654,1.60741,2.92703,0.410033,0,-2.03953,1.15786,2.15222,1.7145,-2.33432,0.566014,0.0275155,-0.115739,-143.161
"273",-0.937703,-0.813428,-0.870341,0.897965,1.7471,1.71428,2.01704,0.326181,0,-2.57323,1.65082,2.21647,1.77547,-2.89552,0.360327,0.106257,-0.0568903,-144.612
"274",-0.834676,-0.839004,-0.869545,0.892944,1.72503,1.68071,2.1027,0.318009,0,-2.71645,1.48265,2.24498,1.79839,-2.90365,0.314623,0.112565,-0.0337948,-145.175
"275",-1.51268,-0.435973,-1.43264,0.136538,2.1577,2.29174,1.65592,0.942987,0,-1.6944,2.13902,1.84285,1.39986,-2.57172,0.899508,0.890733,0.711672,-146.188
"276",-1.74644,0.40845,-1.5004,0.312412,2.52906,1.71828,2.30066,1.09787,0,-1.37728,2.44369,0.994412,0.546809,-2.4599,0.986417,0.705641,0.523413,-145.503
"277",-0.766569,0.860496,-2.8201,1.0835,2.27307,1.82019,2.32899,0.644737,0,-1.55912,1.45478,0.521885,0.102923,-0.410774,2.2889,-0.121834,-0.231152,-145.567
